movie_id,title,genre,experience_type,year,rating_percent,popularity_score,age_limit,tags,synopsis,director,cast,keywords,combined_features
11,Interstellar,Sci-Fi|Drama|Adventure,emotional,2014,85,0.9,13,cult,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival on a dying Earth.,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain","space, time travel, wormhole, father-daughter, gravity",scifi drama adventure scifi drama adventure scifi drama adventure emotional emotional christophernolan christophernolan christophernolan christophernolan matthewmcconaughey annehathaway jessicachastain matthewmcconaughey annehathaway jessicachastain space time travel wormhole fatherdaughter gravity team explorers travel wormhole space attempt ensure humanitys survival dying earth team explorers travel wormhole space attempt ensure humanitys survival dying earth hoytevanhoytema hoytevanhoytema hanszimmer hanszimmer jonathannolan christophernolan jonathannolan christophernolan cult 2010s good highlyrated blockbuster mainstream popular trending generalaudience paramount primevideo
12,Spirited Away,Animation|Fantasy|Adventure,fun,2001,96,0.8,0,cult|family-safe,"A young girl wanders into a world of spirits ruled by gods, witches, and strange creatures, and must find the courage to free herself and her parents.",Hayao Miyazaki,"Rumi Hiiragi, Miyu Irino, Mari Natsuki","animation, spirits, adventure, coming of age, fantasy",animation fantasy adventure animation fantasy adventure animation fantasy adventure fun fun hayaomiyazaki hayaomiyazaki hayaomiyazaki hayaomiyazaki rumihiiragi miyuirino marinatsuki rumihiiragi miyuirino marinatsuki animation spirits adventure coming age fantasy young girl wanders into world spirits ruled gods witches strange creatures must find courage free parents young girl wanders into world spirits ruled gods witches strange creatures must find courage free parents atsushiokui atsushiokui joehisaishi joehisaishi hayaomiyazaki hayaomiyazaki cult familysafe 2000s excellent masterpiece highquality popular known familyfriendly allages kidssafe netflix hbomax
13,The Wolf of Wall Street,Crime|Comedy|Drama,fun,2013,79,0.9,18,,"Based on the true story of Jordan Belfort, a wealthy stockbroker who ran a massive securities fraud scheme.",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","finance, stock market, excess, greed, biography",crime comedy drama crime comedy drama crime comedy drama fun fun martinscorsese martinscorsese martinscorsese martinscorsese leonardodicaprio jonahhill margotrobbie leonardodicaprio jonahhill margotrobbie finance stock market excess greed biography based true story jordan belfort wealthy stockbroker ran massive securities fraud scheme based true story jordan belfort wealthy stockbroker ran massive securities fraud scheme rodrigoprieto rodrigoprieto terencewinter terencewinter 2010s average decent blockbuster mainstream popular trending mature adultcontent rrated paramount primevideo
14,Up,Animation|Adventure|Comedy,emotional,2009,88,0.8,0,family-safe,"An elderly widower ties thousands of balloons to his house and flies to South America, accidentally taking a young stowaway along for the ride.","Pete Docter, Bob Peterson","Ed Asner, Jordan Nagai, Christopher Plummer","adventure, balloons, elderly, friendship, paradise",animation adventure comedy animation adventure comedy animation adventure comedy emotional emotional petedocter bobpeterson petedocter bobpeterson petedocter bobpeterson petedocter bobpeterson edasner jordannagai christopherplummer edasner jordannagai christopherplummer adventure balloons elderly friendship paradise elderly widower ties thousands balloons house flies south america accidentally taking young stowaway along ride elderly widower ties thousands balloons house flies south america accidentally taking young stowaway along ride patricklin jeanclaudekalache patricklin jeanclaudekalache michaelgiacchino michaelgiacchino petedocter bobpeterson petedocter bobpeterson familysafe 2000s good highlyrated popular known familyfriendly allages kidssafe disney
15,Moonlight,Drama,emotional,2016,92,0.7,18,underrated,"A timeless story of human self-discovery and connection, told across three defining chapters in the life of a young Black man growing up in Miami.",Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe","identity, growing up, poverty, vulnerability, self-discovery",drama drama drama emotional emotional barryjenkins barryjenkins barryjenkins barryjenkins trevanterhodes andréholland janellemonáe trevanterhodes andréholland janellemonáe identity growing poverty vulnerability selfdiscovery timeless story human selfdiscovery connection told across three defining chapters life young black man growing miami timeless story human selfdiscovery connection told across three defining chapters life young black man growing miami jameslaxton jameslaxton nicholasbritell nicholasbritell barryjenkins tarellalvinmccraney barryjenkins tarellalvinmccraney underrated 2010s excellent masterpiece highquality popular known mature adultcontent rrated primevideo appletv
16,The Matrix,Sci-Fi|Action,intense,1999,83,0.9,16,cult,A computer hacker learns about the true nature of reality and his role in the war against its controllers.,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","simulation, cyberpunk, action, rebellion, choice, red pill",scifi action scifi action scifi action intense intense lanawachowski lillywachowski lanawachowski lillywachowski lanawachowski lillywachowski lanawachowski lillywachowski keanureeves laurencefishburne carrieannemoss keanureeves laurencefishburne carrieannemoss simulation cyberpunk action rebellion choice red pill computer hacker learns true nature reality role war controllers computer hacker learns true nature reality role war controllers billpope billpope dondavis dondavis lanawachowski lillywachowski lanawachowski lillywachowski cult 1990s good highlyrated blockbuster mainstream popular trending teenplus hbomax primevideo
17,Lost in Translation,Drama|Romance,relaxing,2003,80,0.6,13,underrated,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi","tokyo, loneliness, connection, culture, melancholy",drama romance drama romance drama romance relaxing relaxing sofiacoppola sofiacoppola sofiacoppola sofiacoppola billmurray scarlettjohansson giovanniribisi billmurray scarlettjohansson giovanniribisi tokyo loneliness connection culture melancholy faded movie star neglected young woman form unlikely bond crossing paths tokyo faded movie star neglected young woman form unlikely bond crossing paths tokyo lanceacord lanceacord kevinshields brianreitzell kevinshields brianreitzell sofiacoppola sofiacoppola underrated 2000s good highlyrated niche indie hiddengem generalaudience primevideo appletv
18,Mad Max: Fury Road,Action|Sci-Fi,intense,2015,90,0.8,16,cult,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a drifter named Max.",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult","post-apocalyptic, chase, desert, rebellion, survival",action scifi action scifi action scifi intense intense georgemiller georgemiller georgemiller georgemiller tomhardy charlizetheron nicholashoult tomhardy charlizetheron nicholashoult postapocalyptic chase desert rebellion survival postapocalyptic wasteland woman rebels tyrannical ruler search homeland aid drifter named max postapocalyptic wasteland woman rebels tyrannical ruler search homeland aid drifter named max johnseale johnseale junkiexltomholkenborg junkiexltomholkenborg georgemiller brendanmccarthy nicolathouris georgemiller brendanmccarthy nicolathouris cult 2010s excellent masterpiece highquality popular known teenplus hbomax primevideo
19,The Truman Show,Comedy|Drama,emotional,1998,83,0.8,0,cult|family-safe,"An insurance salesman discovers his whole life is actually a giant TV show, and everyone around him is acting.",Peter Weir,"Jim Carrey, Laura Linney, Ed Harris","reality tv, surveillance, simulation, escape",comedy drama comedy drama comedy drama emotional emotional peterweir peterweir peterweir peterweir jimcarrey lauralinney edharris jimcarrey lauralinney edharris reality tv surveillance simulation escape insurance salesman discovers whole life actually giant tv show everyone around acting insurance salesman discovers whole life actually giant tv show everyone around acting peterbiziou peterbiziou burkharddallwitz philipglass burkharddallwitz philipglass andrewniccol andrewniccol cult familysafe 1990s good highlyrated popular known familyfriendly allages kidssafe paramount primevideo
20,Amélie,Romance|Comedy,fun,2001,85,0.7,13,underrated,"A shy waitress in Montmartre decides to change the lives of those around her for the better, while struggling with her own isolation.",Jean-Pierre Jeunet,"Audrey Tautou, Mathieu Kassovitz, Rufus","paris, whimsy, romance, kindness, imagination",romance comedy romance comedy romance comedy fun fun jeanpierrejeunet jeanpierrejeunet jeanpierrejeunet jeanpierrejeunet audreytautou mathieukassovitz rufus audreytautou mathieukassovitz rufus paris whimsy romance kindness imagination shy waitress montmartre decides change lives around better struggling isolation shy waitress montmartre decides change lives around better struggling isolation brunodelbonnel brunodelbonnel yanntiersen yanntiersen jeanpierrejeunet guillaumelaurant jeanpierrejeunet guillaumelaurant underrated 2000s good highlyrated popular known generalaudience primevideo appletv
21,Fight Club,Drama|Thriller,intense,1999,79,0.9,18,cult,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into something much more.,David Fincher,"Brad Pitt, Edward Norton, Helena Bonham Carter","anarchy, identity, consumerism, underground, twist",drama thriller drama thriller drama thriller intense intense davidfincher davidfincher davidfincher davidfincher bradpitt edwardnorton helenabonhamcarter bradpitt edwardnorton helenabonhamcarter anarchy identity consumerism underground twist insomniac office worker devilmaycare soap maker form underground fight club evolves into something much insomniac office worker devilmaycare soap maker form underground fight club evolves into something much jeffcronenweth jeffcronenweth thedustbrothers thedustbrothers jimuhls jimuhls cult 1990s average decent blockbuster mainstream popular trending mature adultcontent rrated primevideo hulu
22,Inside Out,Animation|Comedy|Family,emotional,2015,94,0.8,0,family-safe,"After young Riley is uprooted from her Midwest life, her emotions — Joy, Fear, Anger, Disgust and Sadness — conflict on how to navigate a new city.","Pete Docter, Ronnie del Carmen","Amy Poehler, Bill Hader, Lewis Black","emotions, memory, childhood, moving, feelings",animation comedy family animation comedy family animation comedy family emotional emotional petedocter ronniedelcarmen petedocter ronniedelcarmen petedocter ronniedelcarmen petedocter ronniedelcarmen amypoehler billhader lewisblack amypoehler billhader lewisblack emotions memory childhood moving feelings young riley uprooted midwest life emotions joy fear anger disgust sadness conflict navigate new city young riley uprooted midwest life emotions joy fear anger disgust sadness conflict navigate new city patricklin patricklin michaelgiacchino michaelgiacchino petedocter meglefauve joshcooley petedocter meglefauve joshcooley familysafe 2010s excellent masterpiece highquality popular known familyfriendly allages kidssafe disney
23,No Country for Old Men,Thriller|Crime,intense,2007,86,0.8,18,cult,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and a suitcase full of cash in the desert.,"Joel Coen, Ethan Coen","Javier Bardem, Josh Brolin, Tommy Lee Jones","psychopath, desert, drugs, fate, neo-western",thriller crime thriller crime thriller crime intense intense joelcoen ethancoen joelcoen ethancoen joelcoen ethancoen joelcoen ethancoen javierbardem joshbrolin tommyleejones javierbardem joshbrolin tommyleejones psychopath desert drugs fate neowestern violence mayhem ensue hunter stumbles upon drug deal gone wrong suitcase full cash desert violence mayhem ensue hunter stumbles upon drug deal gone wrong suitcase full cash desert rogerdeakins rogerdeakins carterburwell carterburwell joelcoen ethancoen joelcoen ethancoen cult 2000s good highlyrated popular known mature adultcontent rrated paramount primevideo
24,WALL-E,Animation|Sci-Fi|Family,relaxing,2008,95,0.8,0,family-safe|cult,"In a distant future, a small waste-collecting robot inadvertently embarks on a space journey that will decide the fate of mankind.",Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin","robot, earth, space, environment, love, dystopia",animation scifi family animation scifi family animation scifi family relaxing relaxing andrewstanton andrewstanton andrewstanton andrewstanton benburtt elissaknight jeffgarlin benburtt elissaknight jeffgarlin robot earth space environment love dystopia distant future small wastecollecting robot inadvertently embarks space journey decide fate mankind distant future small wastecollecting robot inadvertently embarks space journey decide fate mankind jeremylasky daniellefeinberg jeremylasky daniellefeinberg thomasnewman thomasnewman andrewstanton petedocter andrewstanton petedocter familysafe cult 2000s excellent masterpiece highquality popular known familyfriendly allages kidssafe disney
25,Her,Sci-Fi|Romance|Drama,emotional,2013,82,0.7,13,underrated,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Amy Adams","artificial intelligence, loneliness, futuristic, love, technology",scifi romance drama scifi romance drama scifi romance drama emotional emotional spikejonze spikejonze spikejonze spikejonze joaquinphoenix scarlettjohansson amyadams joaquinphoenix scarlettjohansson amyadams artificial intelligence loneliness futuristic love technology near future lonely writer develops unlikely relationship operating system designed meet every need near future lonely writer develops unlikely relationship operating system designed meet every need hoytevanhoytema hoytevanhoytema arcadefire owenpallett arcadefire owenpallett spikejonze spikejonze underrated 2010s good highlyrated popular known generalaudience primevideo appletv
26,The Dark Knight,Action|Crime|Drama,intense,2008,90,1.0,13,cult,"Batman raises the stakes in his war on crime, facing off against the Joker, a criminal mastermind who wreaks havoc on Gotham City.",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart","batman, joker, vigilante, chaos, justice, superhero",action crime drama action crime drama action crime drama intense intense christophernolan christophernolan christophernolan christophernolan christianbale heathledger aaroneckhart christianbale heathledger aaroneckhart batman joker vigilante chaos justice superhero batman raises stakes war crime facing joker criminal mastermind wreaks havoc gotham city batman raises stakes war crime facing joker criminal mastermind wreaks havoc gotham city wallypfister wallypfister hanszimmer jamesnewtonhoward hanszimmer jamesnewtonhoward jonathannolan christophernolan jonathannolan christophernolan cult 2000s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience hbomax primevideo
27,Paddington 2,Comedy|Family|Adventure,fun,2017,93,0.7,0,family-safe|underrated,"Paddington, now settled with the Brown family in London, picks up a series of odd jobs to buy the perfect present, but must clear his name when the gift is stolen.",Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville","bear, london, family, kindness, prison, adventure",comedy family adventure comedy family adventure comedy family adventure fun fun paulking paulking paulking paulking benwhishaw hughgrant hughbonneville benwhishaw hughgrant hughbonneville bear london family kindness prison adventure paddington settled brown family london picks series odd jobs buy perfect present must clear name gift stolen paddington settled brown family london picks series odd jobs buy perfect present must clear name gift stolen erikwilson erikwilson dariomarianelli dariomarianelli paulking simonfarnaby paulking simonfarnaby familysafe underrated 2010s excellent masterpiece highquality popular known familyfriendly allages kidssafe netflix primevideo
28,Eternal Sunshine of the Spotless Mind,Romance|Drama|Sci-Fi,emotional,2004,82,0.8,16,cult|underrated,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst","memory, breakup, romance, sci-fi, surreal",romance drama scifi romance drama scifi romance drama scifi emotional emotional michelgondry michelgondry michelgondry michelgondry jimcarrey katewinslet kirstendunst jimcarrey katewinslet kirstendunst memory breakup romance scifi surreal relationship turns sour couple undergoes medical procedure erased memories relationship turns sour couple undergoes medical procedure erased memories ellenkuras ellenkuras jonbrion jonbrion charliekaufman charliekaufman cult underrated 2000s good highlyrated popular known teenplus peacock primevideo
29,John Wick,Action|Thriller,intense,2014,75,0.8,18,,An ex-hitman comes out of retirement to track down the gangsters that killed his dog and took everything from him.,"Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen","assassin, revenge, action, underworld, dog",action thriller action thriller action thriller intense intense chadstahelski davidleitch chadstahelski davidleitch chadstahelski davidleitch chadstahelski davidleitch keanureeves michaelnyqvist alfieallen keanureeves michaelnyqvist alfieallen assassin revenge action underworld dog exhitman comes retirement track gangsters killed dog took everything exhitman comes retirement track gangsters killed dog took everything jonathansela jonathansela tylerbates joeljrichard tylerbates joeljrichard derekkolstad derekkolstad 2010s average decent popular known mature adultcontent rrated peacock primevideo
30,Ratatouille,Animation|Comedy|Family,fun,2007,92,0.8,0,family-safe,A rat named Remy dreams of becoming a great chef and tries to achieve his goal by forming an alliance with a Parisian restaurant's garbage boy.,"Brad Bird, Jan Pinkava","Patton Oswalt, Ian Holm, Lou Romano","cooking, chef, paris, rat, passion, food",animation comedy family animation comedy family animation comedy family fun fun bradbird janpinkava bradbird janpinkava bradbird janpinkava bradbird janpinkava pattonoswalt ianholm louromano pattonoswalt ianholm louromano cooking chef paris rat passion food rat named remy dreams becoming great chef tries achieve goal forming alliance parisian restaurants garbage boy rat named remy dreams becoming great chef tries achieve goal forming alliance parisian restaurants garbage boy robertanderson sharoncalahan robertanderson sharoncalahan michaelgiacchino michaelgiacchino bradbird janpinkava bradbird janpinkava familysafe 2000s excellent masterpiece highquality popular known familyfriendly allages kidssafe disney
31,The Departed,Crime|Thriller|Drama,intense,2006,85,0.8,18,cult,An undercover cop and a mole in the police try to identify each other while infiltrating an Irish gang in Boston.,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson","undercover, mob, boston, betrayal, police",crime thriller drama crime thriller drama crime thriller drama intense intense martinscorsese martinscorsese martinscorsese martinscorsese leonardodicaprio mattdamon jacknicholson leonardodicaprio mattdamon jacknicholson undercover mob boston betrayal police undercover cop mole police try identify infiltrating irish gang boston undercover cop mole police try identify infiltrating irish gang boston michaelballhaus michaelballhaus howardshore howardshore williammonahan williammonahan cult 2000s good highlyrated popular known mature adultcontent rrated hbomax primevideo
32,Howl's Moving Castle,Animation|Fantasy|Romance,relaxing,2004,87,0.7,0,family-safe|cult,"When a young hat-maker is turned into an old woman by a witch's curse, she finds refuge in the magical moving castle of the wizard Howl.",Hayao Miyazaki,"Chieko Baishō, Takuya Kimura, Akihiro Miwa","wizard, castle, curse, war, magic, transformation",animation fantasy romance animation fantasy romance animation fantasy romance relaxing relaxing hayaomiyazaki hayaomiyazaki hayaomiyazaki hayaomiyazaki chiekobaishō takuyakimura akihiromiwa chiekobaishō takuyakimura akihiromiwa wizard castle curse war magic transformation young hatmaker turned into old woman witchs curse finds refuge magical moving castle wizard howl young hatmaker turned into old woman witchs curse finds refuge magical moving castle wizard howl atsushiokui atsushiokui joehisaishi joehisaishi hayaomiyazaki hayaomiyazaki familysafe cult 2000s good highlyrated popular known familyfriendly allages kidssafe netflix hbomax
33,Parasite,Thriller|Drama|Comedy,intense,2019,96,0.9,16,cult,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","class struggle, family, deception, social commentary, thriller",thriller drama comedy thriller drama comedy thriller drama comedy intense intense bongjoonho bongjoonho bongjoonho bongjoonho songkangho leesunkyun choyeojeong songkangho leesunkyun choyeojeong class struggle family deception social commentary thriller greed class discrimination threaten newly formed symbiotic relationship wealthy park family destitute kim clan greed class discrimination threaten newly formed symbiotic relationship wealthy park family destitute kim clan hongkyungpyo hongkyungpyo jungjaeil jungjaeil bongjoonho hanjinwon bongjoonho hanjinwon cult 2010s excellent masterpiece highquality blockbuster mainstream popular trending teenplus hulu primevideo
34,Before Sunrise,Romance|Drama,relaxing,1995,81,0.6,13,underrated,A young man and woman meet on a train and end up spending one romantic evening together in Vienna before going their separate ways.,Richard Linklater,"Ethan Hawke, Julie Delpy","vienna, train, conversation, romance, philosophy",romance drama romance drama romance drama relaxing relaxing richardlinklater richardlinklater richardlinklater richardlinklater ethanhawke juliedelpy ethanhawke juliedelpy vienna train conversation romance philosophy young man woman meet train end spending one romantic evening together vienna going separate ways young man woman meet train end spending one romantic evening together vienna going separate ways leedaniel leedaniel johannstraussiivariousartists johannstraussiivariousartists richardlinklater kimkrizan richardlinklater kimkrizan underrated 1990s good highlyrated niche indie hiddengem generalaudience primevideo appletv
35,Whiplash,Drama|Music,intense,2014,94,0.8,16,cult|underrated,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an abusive instructor.,Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser","jazz, drumming, ambition, obsession, perfection",drama music drama music drama music intense intense damienchazelle damienchazelle damienchazelle damienchazelle milesteller jksimmons paulreiser milesteller jksimmons paulreiser jazz drumming ambition obsession perfection promising young drummer enrolls cutthroat music conservatory dreams greatness mentored abusive instructor promising young drummer enrolls cutthroat music conservatory dreams greatness mentored abusive instructor sharonemeir sharonemeir justinhurwitz justinhurwitz damienchazelle damienchazelle cult underrated 2010s excellent masterpiece highquality popular known teenplus netflix primevideo
